MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,AgeSold,LayoutType,TotalBaths,Total_sqft
RH,60.0,9000,SawyerW,1Fam,1.5Unf,6,1950,Wd Sdng,Wd Sdng,None,TA,BrkTil,Fa,Fa,No,0,784,784,TA,N,784,0,784,0,2,TA,5,0,Detchd,1950.0,Unf,2,360,0,0,76000,81,Few Rooms,1.0,2352
RL,43.0,53107,ClearCr,1Fam,2Story,6,1992,HdBoard,HdBoard,None,Gd,PConc,Gd,TA,Av,985,595,1580,Ex,Y,1079,874,1953,1,3,Gd,9,2,Attchd,1992.0,Fin,2,501,216,231,240000,15,Many Rooms,2.5,5486
RL,43.0,3182,Blmngtn,TwnhsE,1Story,8,2005,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,24,1232,1256,Ex,Y,1269,0,1269,0,2,Gd,6,1,Attchd,2004.0,Fin,2,430,146,20,192000,6,Typical Layout,2.0,3794
RL,58.0,8410,Edwards,1Fam,1.5Fin,5,1996,Wd Sdng,VinylSd,None,TA,PConc,TA,TA,No,0,658,658,TA,Y,658,526,1184,0,5,TA,8,0,None,1977.0,None,0,0,0,151,81000,96,Typical Layout,1.0,3026
RL,72.0,7200,Edwards,1Fam,SLvl,6,1976,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,Av,631,410,1041,Ex,Y,1125,0,1125,1,3,TA,6,1,Detchd,1977.0,Unf,1,352,296,0,125000,33,Typical Layout,1.0,3291
RL,93.0,9382,CollgCr,1Fam,1Story,7,2000,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,0,1468,1468,Ex,Y,1479,0,1479,0,3,Gd,6,0,Attchd,1999.0,RFn,2,577,120,25,191000,9,Typical Layout,2.0,4426
RL,96.0,12474,NridgHt,1Fam,2Story,10,2008,VinylSd,VinylSd,Stone,Ex,PConc,Ex,TA,Av,1280,402,1682,Ex,Y,1742,590,2332,1,3,Ex,9,1,BuiltIn,2008.0,Fin,3,846,196,134,426000,1,Many Rooms,2.5,6346
RL,50.0,8405,Edwards,1Fam,1.5Fin,5,1950,MetalSd,MetalSd,None,TA,BrkTil,TA,Gd,No,241,229,861,Ex,Y,961,406,1367,1,4,TA,7,0,Detchd,1978.0,Unf,1,384,0,130,119000,108,Typical Layout,1.0,3595
RL,71.0,12209,Mitchel,1Fam,2Story,6,2002,VinylSd,VinylSd,None,TA,PConc,Ex,TA,No,690,114,804,Ex,Y,804,1157,1961,1,3,Gd,7,1,BuiltIn,2001.0,Fin,2,560,125,192,215000,8,Typical Layout,2.5,4726
RL,85.0,8339,NAmes,1Fam,1Story,5,1959,MetalSd,MetalSd,None,TA,Slab,None,None,None,0,0,0,TA,Y,882,0,882,0,3,TA,5,0,Attchd,1959.0,RFn,1,294,0,0,106500,48,Few Rooms,1.0,1764
RL,60.0,7446,BrkSide,1Fam,1Story,4,1950,WdShing,Wd Shng,None,TA,CBlock,TA,TA,No,266,522,788,TA,Y,788,0,788,0,2,TA,4,2,None,1940.0,None,0,0,0,0,100000,65,Few Rooms,1.0,2364
RL,60.0,10134,OldTown,1Fam,1.5Fin,5,1950,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,0,735,735,Gd,Y,735,299,1034,0,2,TA,5,0,Detchd,1940.0,Unf,1,240,0,39,109000,67,Few Rooms,1.0,2803
RL,68.0,9571,Edwards,1Fam,1Story,5,1956,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,Av,739,405,1144,TA,Y,1144,0,1144,1,3,TA,6,0,Attchd,1956.0,Unf,1,596,44,0,129000,54,Typical Layout,1.0,3432
RL,60.0,7200,CollgCr,1Fam,1Story,5,1972,MetalSd,MetalSd,None,TA,CBlock,TA,TA,Av,777,117,894,TA,Y,894,0,894,0,2,TA,6,0,Detchd,1985.0,RFn,2,600,215,0,123000,37,Typical Layout,1.0,2682
RL,69.0,7590,NAmes,1Fam,2Story,5,1962,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,TA,No,540,324,864,TA,Y,876,936,1812,0,4,TA,8,1,Attchd,1962.0,RFn,1,264,0,168,169500,45,Typical Layout,2.0,4488
RM,60.0,8967,IDOTRR,1Fam,1Story,5,1950,MetalSd,MetalSd,None,TA,BrkTil,Fa,Po,No,0,961,961,Gd,Y,1077,0,1077,0,2,TA,6,0,Detchd,1920.0,Unf,1,338,0,0,67000,87,Typical Layout,1.0,3115
FV,65.0,8125,Somerst,1Fam,2Story,7,2007,CemntBd,CmentBd,Stone,Gd,PConc,Gd,TA,No,812,280,1092,Ex,Y,1112,438,1550,1,2,Gd,7,0,Attchd,2007.0,Fin,2,438,0,168,241000,3,Typical Layout,2.0,4192
RL,38.0,14963,Veenker,TwnhsE,1Story,8,1996,BrkFace,BrkFace,None,Gd,PConc,Gd,TA,No,786,474,1260,Ex,Y,1288,0,1288,1,1,Ex,4,2,Attchd,1996.0,Fin,2,500,120,30,245500,12,Few Rooms,1.5,3836
RL,65.0,8767,CollgCr,1Fam,1Story,7,2005,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,24,1286,1310,Ex,Y,1310,0,1310,0,3,Gd,6,1,Attchd,2005.0,Fin,2,400,0,0,164990,1,Typical Layout,2.0,3930
RL,60.0,10200,Sawyer,1Fam,1Story,5,1997,Wd Sdng,Wd Sdng,None,TA,PConc,TA,TA,No,0,672,672,Ex,Y,672,0,672,0,2,TA,4,0,Detchd,1940.0,Unf,1,240,168,0,108000,68,Few Rooms,1.0,2016
RL,93.0,12090,NoRidge,1Fam,2Story,8,1998,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,0,1141,1141,Gd,Y,1165,1098,2263,0,4,Gd,10,1,BuiltIn,1998.0,Fin,2,420,144,123,258000,8,Many Rooms,2.5,5667
RL,65.0,10364,Gilbert,1Fam,2Story,6,1996,MetalSd,MetalSd,None,TA,PConc,Gd,TA,No,0,806,806,Gd,Y,806,766,1572,0,3,TA,7,1,BuiltIn,1995.0,Fin,2,373,0,40,168000,12,Typical Layout,2.5,3950
RL,51.0,9991,Sawyer,1Fam,1Story,4,1993,Plywood,Plywood,None,TA,CBlock,TA,TA,No,1116,165,1281,Ex,Y,1620,0,1620,1,3,TA,8,1,Attchd,1993.0,Unf,2,490,120,78,150000,33,Typical Layout,2.0,4521
RL,51.0,10480,SWISU,1Fam,1.5Fin,6,1950,MetalSd,MetalSd,None,TA,BrkTil,TA,TA,No,0,1064,1064,Ex,Y,1166,0,1639,0,3,TA,6,0,Detchd,1936.0,Unf,1,240,0,0,115000,72,Typical Layout,1.0,3869
RL,63.0,15576,Crawfor,1Fam,2Story,6,1976,Wd Sdng,Plywood,None,TA,BrkTil,Gd,TA,No,0,840,840,Ex,Y,840,840,1680,0,4,TA,8,0,Attchd,1960.0,Unf,1,308,0,0,177000,93,Typical Layout,2.0,4200
RL,109.0,14154,NridgHt,1Fam,2Story,7,2006,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,Gd,No,0,1063,1063,Ex,Y,1071,1101,2172,0,3,Gd,9,1,Attchd,2006.0,RFn,3,947,192,62,280000,1,Many Rooms,2.5,5407
FV,85.0,10800,Somerst,1Fam,2Story,8,2008,VinylSd,VinylSd,Stone,Gd,PConc,Ex,TA,No,789,245,1034,Ex,Y,1050,1028,2078,1,3,Ex,8,1,Attchd,2008.0,Fin,3,836,0,102,339750,1,Typical Layout,2.5,5190
RL,68.0,9571,Edwards,1Fam,1Story,5,1958,BrkComm,Brk Cmn,None,TA,CBlock,TA,Fa,No,0,1276,1276,TA,Y,1276,0,1276,0,3,TA,5,0,Attchd,1958.0,Unf,1,350,0,0,60000,51,Few Rooms,1.0,3828
RL,100.0,34650,Gilbert,2fmCon,1Story,5,1955,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,Mn,1056,0,1056,TA,N,1056,0,1056,1,3,TA,5,0,Attchd,1955.0,Fin,2,572,264,0,145000,51,Few Rooms,1.0,3168
FV,56.0,4403,Somerst,1Fam,1Story,7,2009,MetalSd,MetalSd,Stone,Ex,PConc,Ex,TA,Av,578,892,1470,Ex,Y,1478,0,1478,1,2,Gd,7,1,Attchd,2009.0,Fin,2,484,0,144,222000,1,Typical Layout,2.5,4426
RM,56.0,8960,OldTown,1Fam,1Story,5,1950,WdShing,Wd Shng,None,TA,CBlock,TA,TA,No,0,1008,1008,Gd,Y,1028,0,1028,0,2,TA,5,1,Detchd,1927.0,Unf,2,360,0,0,115000,83,Few Rooms,1.0,3064
RL,59.0,11228,SawyerW,1Fam,2Story,7,1993,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,50,499,1080,Ex,Y,1080,1017,2097,0,3,Gd,9,1,Attchd,1993.0,Unf,3,678,196,187,228000,15,Many Rooms,2.5,5274
RL,73.0,8899,Gilbert,1Fam,1Story,7,2007,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,24,1316,1340,Ex,Y,1340,0,1340,0,3,Gd,6,0,Attchd,2007.0,Fin,2,396,100,30,181134,0,Typical Layout,2.0,4020
RL,74.0,7844,Sawyer,1Fam,2Story,6,1978,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,209,463,672,TA,Y,672,728,1400,0,3,TA,6,1,Attchd,1978.0,Fin,2,440,0,0,149500,28,Typical Layout,1.5,3472
RL,86.0,22420,Crawfor,1Fam,2Story,6,1950,Wd Sdng,Stucco,None,TA,BrkTil,Gd,TA,No,1128,242,1370,TA,N,1370,1254,2624,1,4,TA,10,1,Detchd,1918.0,Unf,3,864,0,0,239000,89,Many Rooms,2.5,6618
RL,60.0,8160,Edwards,1Fam,1.5Fin,5,1950,MetalSd,MetalSd,None,TA,BrkTil,TA,TA,No,312,444,756,Fa,N,756,378,1134,1,3,TA,7,0,Detchd,1940.0,Unf,1,240,0,0,126000,67,Typical Layout,1.5,3024
RL,65.0,8450,NAmes,1Fam,1Story,5,1968,VinylSd,VinylSd,None,TA,CBlock,TA,TA,No,775,281,1056,Ex,Y,1056,0,1056,1,3,TA,6,1,Attchd,1968.0,Unf,1,304,0,85,142000,42,Typical Layout,1.0,3168
RM,78.0,7060,Mitchel,Duplex,SFoyer,7,1998,VinylSd,VinylSd,BrkFace,TA,PConc,Gd,Gd,Gd,1309,35,1344,Ex,Y,1344,0,1344,2,2,TA,8,0,Attchd,1997.0,Fin,4,784,0,0,206300,11,Typical Layout,2.0,4032
RL,100.0,16635,NWAmes,1Fam,1Story,6,2000,CemntBd,CmentBd,Stone,Gd,CBlock,Gd,TA,No,1246,356,1602,Gd,Y,1602,0,1602,0,3,Gd,8,1,Attchd,1977.0,Fin,2,529,240,0,215000,32,Typical Layout,2.0,4806
RL,100.0,21750,Mitchel,1Fam,1Story,5,1954,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,0,988,988,Ex,Y,988,0,988,0,2,TA,4,0,Attchd,1954.0,RFn,2,520,0,0,113000,54,Few Rooms,1.0,2964
RL,80.0,9200,NoRidge,1Fam,2Story,8,1998,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,986,484,1470,Gd,Y,1470,1160,2630,1,4,Gd,8,1,Attchd,1998.0,Fin,3,696,0,66,315000,10,Typical Layout,2.5,6730
RL,72.0,9000,NAmes,1Fam,1Story,6,1956,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,Gd,TA,No,616,580,1196,Gd,Y,1196,0,1196,1,2,TA,6,1,Attchd,1956.0,RFn,1,297,0,44,139000,52,Typical Layout,1.0,3588
RM,60.0,3378,OldTown,1Fam,2Story,7,1992,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,0,651,651,Gd,Y,707,682,1389,0,3,TA,6,2,Detchd,1947.0,Unf,1,240,0,0,135000,63,Typical Layout,1.5,3429
RL,77.0,12800,SawyerW,1Fam,SLvl,7,1989,Wd Sdng,Wd Sdng,BrkFace,Gd,PConc,Gd,TA,Gd,1518,0,1518,Gd,Y,1644,0,1644,1,2,Gd,5,1,Attchd,1989.0,Fin,2,569,80,0,275000,20,Few Rooms,2.0,4806
RL,77.0,8593,NAmes,1Fam,1Story,4,1957,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,288,619,907,Ex,Y,907,0,907,0,3,TA,5,0,Detchd,1964.0,Unf,1,352,0,0,109008,51,Few Rooms,1.0,2721
RL,64.0,6762,CollgCr,1Fam,1Story,7,2007,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,664,544,1208,Ex,Y,1208,0,1208,1,2,Gd,6,0,Attchd,2007.0,RFn,2,628,105,54,195400,0,Typical Layout,2.0,3624
RL,130.0,11457,Timber,1Fam,1Story,6,1988,HdBoard,HdBoard,None,TA,CBlock,Gd,TA,Mn,1005,387,1392,TA,Y,1412,0,1412,1,3,Gd,6,1,Attchd,1988.0,Unf,2,576,0,0,175000,21,Typical Layout,2.0,4216
RM,21.0,1680,BrDale,Twnhs,2Story,6,1971,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,387,96,483,TA,Y,483,504,987,0,2,TA,4,0,Detchd,1971.0,Unf,1,264,0,0,85400,37,Few Rooms,1.5,2457
RM,60.0,5586,OldTown,1Fam,1.5Fin,6,1998,MetalSd,MetalSd,None,TA,BrkTil,TA,TA,No,0,901,901,Gd,Y,1088,110,1198,0,4,TA,7,0,None,1971.0,None,0,0,0,98,79900,88,Typical Layout,1.0,3297
RM,24.0,1920,BrDale,TwnhsE,2Story,5,1971,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,471,294,765,Ex,Y,765,600,1365,1,2,TA,6,0,Detchd,1971.0,Unf,2,440,240,36,122500,36,Typical Layout,1.5,3495
RL,100.0,10839,Gilbert,1Fam,2Story,6,1998,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,0,926,926,Ex,Y,926,678,1604,0,3,TA,7,1,Attchd,1997.0,Fin,2,470,0,36,181000,11,Typical Layout,2.5,4134
RM,21.0,1890,MeadowV,Twnhs,SFoyer,4,1972,CemntBd,CmentBd,None,TA,CBlock,Gd,TA,Av,495,135,630,Gd,Y,630,0,630,1,1,TA,3,0,None,1996.0,None,0,0,88,0,81000,36,Few Rooms,1.0,1890
RL,43.0,10667,CollgCr,1Fam,2Story,7,1996,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,385,70,799,Ex,Y,827,834,1661,1,3,Gd,6,1,Attchd,1996.0,RFn,2,550,158,61,212000,13,Typical Layout,2.5,4121
RM,40.0,4400,OldTown,1Fam,1.5Fin,6,1950,Stucco,Stucco,None,TA,BrkTil,Fa,TA,No,0,648,648,TA,Y,734,384,1118,0,2,TA,6,0,Detchd,1990.0,Unf,2,440,0,0,116000,86,Typical Layout,1.0,2884
RM,50.0,6000,BrkSide,1Fam,1.5Unf,6,2004,Wd Sdng,Wd Sdng,None,Gd,PConc,TA,TA,No,0,884,884,Gd,Y,904,0,904,0,2,TA,4,0,Detchd,1926.0,Unf,1,180,0,0,119000,83,Few Rooms,1.0,2692
RL,40.0,4280,Crawfor,1Fam,1Story,5,2002,WdShing,Stucco,None,TA,PConc,TA,TA,No,365,75,440,TA,N,694,0,694,0,2,Gd,4,1,Detchd,1990.0,Unf,1,352,0,0,90350,94,Few Rooms,1.0,1828
RL,67.0,12354,Edwards,1Fam,1.5Fin,6,2000,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,Fa,Mn,0,684,684,Gd,Y,684,512,1196,0,3,Gd,7,0,Detchd,2005.0,Unf,2,528,0,46,110000,89,Typical Layout,1.0,3076
RL,105.0,15431,NridgHt,1Fam,1Story,10,2008,VinylSd,VinylSd,Stone,Ex,PConc,Ex,TA,Gd,1767,788,3094,Ex,Y,2402,0,2402,1,2,Ex,10,2,Attchd,2008.0,Fin,3,672,0,72,555000,1,Many Rooms,2.0,7898
RL,92.0,12108,Edwards,Duplex,1Story,4,1955,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,TA,No,133,1307,1440,TA,N,1440,0,1440,0,4,Fa,8,0,None,1930.0,None,0,0,0,0,118000,53,Typical Layout,2.0,4320
RM,52.0,6240,BrkSide,1Fam,1.5Fin,5,1992,MetalSd,MetalSd,None,TA,PConc,TA,TA,No,0,1078,1078,TA,Y,1128,445,1573,0,3,TA,8,1,Detchd,1930.0,Unf,2,360,0,0,162900,78,Typical Layout,2.0,4224
RL,53.0,3922,Blmngtn,TwnhsE,1Story,7,2007,WdShing,Wd Shng,BrkFace,Gd,PConc,Ex,TA,Av,0,1258,1258,Ex,Y,1258,0,1258,0,2,Gd,6,1,Attchd,2007.0,Fin,3,648,144,16,172500,1,Typical Layout,2.0,3774
RL,70.0,8750,CollgCr,1Fam,2Story,7,1995,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,642,273,915,Ex,Y,933,975,1908,1,4,Gd,8,1,Attchd,1994.0,Unf,2,493,144,133,210000,14,Typical Layout,2.5,4731
RL,73.0,9855,Edwards,1Fam,1Story,6,1956,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,No,0,1436,1436,Fa,Y,1689,0,1689,0,3,TA,7,1,Attchd,1956.0,Unf,2,480,0,0,127500,53,Typical Layout,1.0,4814
RL,137.0,16492,NAmes,1Fam,1Story,6,2002,BrkFace,Plywood,None,Gd,CBlock,TA,TA,No,247,557,1517,Ex,Y,1888,0,1888,0,2,Gd,6,1,Attchd,1966.0,Fin,2,578,0,0,190000,44,Typical Layout,2.5,5293
RL,50.0,11214,Gilbert,1Fam,2Story,7,1999,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,0,930,930,Gd,Y,956,930,1886,0,4,Gd,10,1,Attchd,1998.0,Fin,2,431,89,0,199900,8,Many Rooms,2.5,4702
RM,50.0,8600,IDOTRR,1Fam,1.5Fin,6,1950,MetalSd,MetalSd,None,TA,BrkTil,TA,TA,No,0,780,780,TA,Y,780,596,1376,0,3,TA,7,1,Detchd,1937.0,Unf,1,198,0,0,119500,69,Typical Layout,2.0,3532
RM,50.0,6000,OldTown,1Fam,1.5Fin,3,2002,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,331,318,649,Ex,Y,679,504,1183,0,2,TA,6,0,Detchd,1981.0,Unf,1,308,0,176,120000,59,Typical Layout,1.5,3015
RM,70.0,5684,OldTown,1Fam,1Story,6,2005,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,0,813,813,Ex,Y,813,0,813,0,2,Gd,5,0,Detchd,1932.0,Unf,1,270,0,113,110000,76,Few Rooms,1.0,2439
RL,62.0,70761,ClearCr,1Fam,1Story,7,1975,Plywood,Plywood,None,TA,CBlock,Gd,TA,Gd,655,878,1533,TA,Y,1533,0,1533,1,2,Gd,5,2,Attchd,1975.0,Unf,2,576,200,54,280000,31,Few Rooms,2.0,4599
RL,75.0,9303,Timber,1Fam,2Story,6,1997,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,TA,No,742,130,872,Ex,Y,888,868,1756,1,3,TA,7,0,Attchd,1996.0,Fin,2,422,144,122,204000,11,Typical Layout,2.5,4384
FV,75.0,9000,Somerst,1Fam,2Story,8,2008,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,0,768,768,Ex,Y,786,804,1590,0,3,Gd,6,0,Attchd,2008.0,RFn,2,676,0,30,210000,1,Typical Layout,2.5,3948
RL,63.0,9297,Mitchel,Duplex,1Story,5,1976,Plywood,Plywood,None,TA,CBlock,TA,TA,No,1606,122,1728,TA,Y,1728,0,1728,2,4,TA,8,0,Detchd,1976.0,Unf,2,560,0,0,188000,30,Typical Layout,2.0,5184
RL,80.0,9600,NWAmes,1Fam,1Story,7,1973,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,916,326,1242,Fa,Y,1242,0,1242,0,3,TA,6,1,Attchd,1973.0,Unf,2,528,0,0,175500,34,Typical Layout,1.5,3726
RM,34.0,4571,OldTown,1Fam,2Story,5,1950,AsbShng,AsbShng,None,TA,BrkTil,TA,TA,No,0,624,624,Fa,N,624,720,1344,0,4,TA,7,0,Detchd,1916.0,Unf,3,513,0,0,98000,92,Typical Layout,1.0,3312
RL,63.0,53227,ClearCr,1Fam,1Story,4,1994,Plywood,Plywood,None,TA,CBlock,Gd,TA,Gd,1116,248,1364,Ex,Y,1663,0,1663,1,2,Gd,6,2,Attchd,1954.0,Fin,2,529,224,137,256000,54,Typical Layout,1.0,4690
RM,74.0,5100,OldTown,1Fam,2Story,8,1996,Stucco,Wd Shng,None,TA,PConc,TA,TA,No,0,588,588,Fa,Y,833,833,1666,0,3,Gd,7,1,Detchd,1925.0,Unf,1,228,192,63,161000,83,Typical Layout,1.0,3920
RL,75.0,7015,BrkSide,1Fam,1.5Fin,5,1950,MetalSd,MetalSd,BrkCmn,TA,CBlock,TA,TA,No,185,524,709,TA,Y,979,224,1203,1,3,Gd,5,1,Detchd,1950.0,Unf,1,352,0,0,110000,59,Few Rooms,1.0,3115
FV,75.0,8004,Somerst,1Fam,2Story,8,2009,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,No,544,288,832,Ex,Y,832,1103,1935,1,3,TA,8,0,BuiltIn,2009.0,Fin,2,552,0,150,263435,0,Typical Layout,2.5,4702
RL,60.0,7200,SWISU,1Fam,2Story,7,2007,Wd Sdng,Wd Sdng,None,Gd,PConc,Gd,Gd,No,350,0,560,Ex,Y,575,560,1135,1,3,Gd,6,0,Detchd,1971.0,RFn,2,576,256,0,155000,73,Typical Layout,1.0,2830
RL,60.0,8281,Sawyer,1Fam,1Story,5,1965,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,553,0,864,Gd,Y,864,0,864,0,3,TA,5,1,Detchd,1965.0,Unf,1,360,0,0,62383,44,Few Rooms,1.0,2592
RL,74.0,11988,Crawfor,1Fam,2Story,6,1995,Stucco,Stucco,None,TA,CBlock,TA,TA,No,326,389,715,Fa,Y,849,811,1660,0,3,TA,6,1,Detchd,1939.0,Unf,1,240,0,0,188700,74,Typical Layout,1.5,4035
RL,60.0,8430,CollgCr,1Fam,1Story,5,1978,HdBoard,HdBoard,BrkFace,TA,CBlock,Gd,TA,No,616,424,1040,TA,Y,1040,0,1040,0,3,TA,5,0,None,2004.0,None,0,0,0,0,124000,31,Few Rooms,2.0,3120
RM,85.0,3072,Blmngtn,TwnhsE,1Story,7,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,0,1375,1375,Ex,Y,1414,0,1414,0,2,Gd,6,1,Attchd,2004.0,Fin,2,398,144,20,178740,2,Typical Layout,2.0,4203
RL,85.0,10628,NAmes,1Fam,1Story,7,1970,Plywood,Plywood,None,TA,CBlock,TA,Gd,Gd,778,499,1277,TA,Y,1277,0,1277,1,2,TA,5,1,Attchd,1970.0,Unf,2,526,0,0,167000,37,Few Rooms,1.0,3831
RL,79.0,9480,NAmes,1Fam,2Story,5,1995,MetalSd,MetalSd,Stone,TA,CBlock,TA,TA,No,386,342,728,Ex,Y,888,756,1644,0,3,Gd,7,2,Attchd,1942.0,Unf,1,312,168,0,146500,65,Typical Layout,1.5,4016
RL,98.0,11428,NridgHt,1Fam,1Story,8,2006,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,No,0,1626,1626,Ex,Y,1634,0,1634,0,3,Gd,7,1,Attchd,2006.0,RFn,3,866,0,44,250000,1,Typical Layout,2.0,4894
RL,76.0,9291,SawyerW,1Fam,2Story,6,1993,HdBoard,HdBoard,BrkFace,Gd,PConc,Gd,TA,No,426,406,832,Ex,Y,832,878,1710,0,3,Gd,7,0,Attchd,1993.0,RFn,2,506,144,70,187000,15,Typical Layout,2.5,4252
RL,92.0,6820,StoneBr,TwnhsE,1Story,8,1985,HdBoard,HdBoard,None,Gd,PConc,Gd,TA,Av,368,0,1488,TA,Y,1502,0,1502,1,1,Gd,4,0,Attchd,1985.0,RFn,2,528,0,54,212000,25,Few Rooms,1.5,4492
RL,92.0,11952,NWAmes,1Fam,2Story,7,1977,WdShing,Plywood,None,TA,CBlock,Gd,TA,No,0,808,808,TA,Y,1161,808,1969,0,3,TA,8,1,Attchd,1977.0,RFn,2,534,0,0,190000,30,Typical Layout,2.5,4746
RM,35.0,3675,Edwards,TwnhsE,SLvl,6,2005,VinylSd,VinylSd,BrkFace,TA,PConc,Gd,TA,Gd,459,88,547,Ex,Y,1072,0,1072,1,2,TA,5,0,Basment,2005.0,RFn,2,525,0,28,148000,3,Few Rooms,1.0,2691
RL,110.0,14977,NridgHt,1Fam,1Story,8,2007,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,TA,Gd,1350,626,1976,Ex,Y,1976,0,1976,1,2,Gd,7,1,Attchd,2006.0,RFn,3,908,250,63,440000,1,Typical Layout,2.0,5928
RL,41.0,5330,StoneBr,TwnhsE,1Story,8,2000,CemntBd,CmentBd,None,Gd,PConc,Gd,TA,Av,1196,298,1494,Ex,Y,1652,0,1652,1,2,Ex,6,0,Attchd,2000.0,RFn,2,499,96,48,251000,7,Typical Layout,2.0,4798
RL,80.0,8480,Sawyer,1Fam,1Story,5,1963,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,630,340,970,TA,Y,970,0,970,1,2,TA,5,0,Detchd,1996.0,Unf,2,624,0,24,132500,44,Few Rooms,1.0,2910
RL,75.0,13125,CollgCr,1Fam,1Story,6,1998,VinylSd,VinylSd,BrkFace,TA,PConc,Gd,TA,Gd,994,484,1478,Ex,Y,1493,0,1493,1,3,Gd,7,1,Attchd,1997.0,Fin,2,508,140,39,208900,11,Typical Layout,2.0,4464
RL,105.0,13693,NridgHt,1Fam,2Story,9,2006,VinylSd,VinylSd,BrkFace,Ex,PConc,Gd,TA,Av,0,2153,2153,Ex,Y,2069,574,2643,0,3,Ex,9,1,BuiltIn,2006.0,Fin,3,694,414,84,380000,1,Many Rooms,2.5,7439
RL,79.0,10637,CollgCr,1Fam,1Story,8,2008,VinylSd,VinylSd,Stone,Gd,PConc,Ex,TA,Gd,1288,417,1705,Ex,Y,1718,0,1718,1,3,Gd,7,1,Attchd,2007.0,RFn,3,826,208,44,297000,2,Typical Layout,2.0,5141
RM,50.0,5925,OldTown,1Fam,1Story,4,2000,Stucco,Stucco,BrkCmn,TA,BrkTil,Fa,TA,No,168,739,907,TA,Y,1131,0,1131,0,2,TA,7,0,Detchd,1995.0,Unf,2,672,0,72,89471,70,Typical Layout,1.0,3169
RL,98.0,16033,NridgHt,1Fam,1Story,9,2005,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,TA,Gd,1261,572,1833,Ex,Y,1850,0,1850,1,3,Gd,8,1,Attchd,2004.0,Fin,3,772,519,112,326000,2,Typical Layout,2.0,5533
RL,72.0,11846,NridgHt,1Fam,1Story,9,2004,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,TA,Gd,1567,225,1792,Ex,Y,1792,0,1792,1,2,Ex,6,1,Attchd,2003.0,Fin,3,874,206,49,374000,3,Typical Layout,2.0,5376
RM,50.0,2500,OldTown,1Fam,2Story,7,2005,Stucco,Stucco,None,Gd,PConc,TA,TA,No,299,611,910,Ex,Y,916,910,1826,1,4,Ex,7,1,Attchd,1915.0,Unf,1,164,0,0,155000,94,Typical Layout,1.5,4562
